                                        上海东证期货有限公司                                        
                                                                    制表时间 Creation Date：20210719
----------------------------------------------------------------------------------------------------
                       交易结算单(逐笔) Settlement Statement(Trade-for-Trade)                       
客户号 Client ID：  88768668          客户名称 Client Name：PETROCHINA INTERNATIONAL (HONG KONG) CORPORATION LIMITED
日期 Date：20210719

                   资金状况  币种：人民币  Account Summary  Currency：CNY 
----------------------------------------------------------------------------------------------------
期初结存 Balance b/f：                 99419396.03  基础保证金 Initial Margin：                 0.00
出 入 金 Deposit/Withdrawal：                 0.00  期末结存 Balance c/f：              103647515.29
平仓盈亏 Total P/L：                    4244300.00  质 押 金 Pledge Amount：                    0.00
浮动盈亏 Accum. P/L：                 -11230300.00  客户权益 Client Equity：：           92417215.29
期权执行盈亏 Exercise P/L：                   0.00  货币质押保证金占用 FX Pledge Occ.：         0.00
手 续 费 Commission：                     16180.74  保证金占用 Margin Occupied：         44568700.00
行权手续费 Exercise Fee：                     0.00  交割保证金 Delivery Margin：                0.00
交割手续费 Delivery Fee：                     0.00  多头期权市值 Market value(long)：           0.00
货币质入 New FX Pledge：                      0.00  空头期权市值 Market value(short)：          0.00
货币质出 FX Redemption：                      0.00  市值权益 Market value(equity)：      92417215.29
质押变化金额 Chg in Pledge Amt：              0.00  可用资金 Fund Avail.：               47848515.29
权利金收入 Premium received：                 0.00  风 险 度 Risk Degree：                    48.23%
权利金支出 Premium paid：                     0.00  应追加资金 Margin Call：                    0.00
货币质押变化金额 Chg in FX Pledge:            0.00

                                                              成交记录 Transaction Record 
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|成交日期| 交易所 |       品种       |      合约      |买/卖|   投/保    |  成交价  | 手数 |   成交额   |       开平       |  手续费  |  平仓盈亏  |     权利金收支      |  成交序号  |  成交类型  |
|  Date  |Exchange|     Product      |   Instrument   | B/S |    S/H     |   Price  | Lots |  Turnover  |       O/C        |   Fee    | Total  P/L |Premium Received/Paid|  Trans.No. | trade type |
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|20210719|能源中心|原油              |     sc2108     |   卖| 套保       |   432.100|   400|172840000.00|平昨              |   8090.37| -8824000.00|                 0.00|000000165496|  TAS成交   |
|20210719|能源中心|原油              |     sc2108     |买   | 套保       |   432.100|   400|172840000.00|平昨              |   8090.37| 13068300.00|                 0.00|000000165496|  TAS成交   |
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|共   2条|        |                  |                      |            |          |   800|345680000.00|                  |  16180.74|  4244300.00|                 0.00|            |            |
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
能源中心---INE  上期所---SHFE   中金所---CFFEX  大商所---DCE   郑商所---CZCE
买---Buy   卖---Sell
投机---Speculation  套保---Hedge  套利---Arbitrage  一般---General  交易---Trade  做市商---Market Maker
开---Open 平---Close 平今---Close Today 强平---Forced Liquidation 平昨---Close Prev. 强减---Forced Reduction 本地强平---Local Forced Liquidation 

                                                         平仓明细 Position Closed 
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| 平仓日期 | 交易所 |       品种       |      合约      |开仓日期 |买/卖|   手数   |     开仓价    |     昨结算     |   成交价   |  平仓盈亏  |     权利金收支      |  成交类型  |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.800|         438.500|     432.100|    31700.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.600|         438.500|     432.100|    31500.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        461.900|         438.500|     432.100|    29800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.400|         438.500|     432.100|    31300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        461.900|         438.500|     432.100|    29800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         8|        462.200|         438.500|     432.100|   240800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        463.300|         438.500|     432.100|    62400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |        10|        462.200|         438.500|     432.100|   301000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.400|         438.500|     432.100|    31300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.500|         438.500|     432.100|    31400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.400|         438.500|     432.100|    30300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.800|         438.500|     432.100|    31700.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         5|        463.800|         438.500|     432.100|   158500.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         3|        463.100|         438.500|     432.100|    93000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        462.500|         438.500|     432.100|    60800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        461.900|         438.500|     432.100|    29800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         5|        463.100|         438.500|     432.100|   155000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.400|         438.500|     432.100|    31300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        461.900|         438.500|     432.100|    29800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         3|        463.400|         438.500|     432.100|    93900.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.000|         438.500|     432.100|    29900.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         7|        462.100|         438.500|     432.100|   210000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         6|        463.500|         438.500|     432.100|   188400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |        10|        462.600|         438.500|     432.100|   305000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        462.000|         438.500|     432.100|    59800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         7|        463.700|         438.500|     432.100|   221200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        463.600|         438.500|     432.100|    63000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.800|         438.500|     432.100|    31700.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         6|        463.400|         438.500|     432.100|   187800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         3|        463.700|         438.500|     432.100|    94800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |        10|        462.400|         438.500|     432.100|   303000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.400|         438.500|     432.100|    30300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         4|        463.700|         438.500|     432.100|   126400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.000|         438.500|     432.100|    29900.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.000|         438.500|     432.100|    29900.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.100|         438.500|     432.100|    30000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        463.400|         438.500|     432.100|    62600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         3|        463.700|         438.500|     432.100|    94800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        463.300|         438.500|     432.100|    62400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        463.900|         438.500|     432.100|    63600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        462.400|         438.500|     432.100|    60600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         3|        463.400|         438.500|     432.100|    93900.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.900|         438.500|     432.100|    31800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         4|        462.500|         438.500|     432.100|   121600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        462.100|         438.500|     432.100|    60000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        462.400|         438.500|     432.100|    60600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         4|        463.700|         438.500|     432.100|   126400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.600|         438.500|     432.100|    31500.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.400|         438.500|     432.100|    30300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.900|         438.500|     432.100|    31800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         8|        462.000|         438.500|     432.100|   239200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        463.400|         438.500|     432.100|    62600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.800|         438.500|     432.100|    31700.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.200|         438.500|     432.100|    30100.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        461.900|         438.500|     432.100|    29800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.900|         438.500|     432.100|    31800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.500|         438.500|     432.100|    31400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        462.400|         438.500|     432.100|    60600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        462.500|         438.500|     432.100|    60800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         2|        462.500|         438.500|     432.100|    60800.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.600|         438.500|     432.100|    30500.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.600|         438.500|     432.100|    31500.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        464.000|         438.500|     432.100|    31900.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         3|        462.500|         438.500|     432.100|    91200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.500|         438.500|     432.100|    31400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.400|         438.500|     432.100|    31300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        464.100|         438.500|     432.100|    32000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.100|         438.500|     432.100|    31000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |        10|        462.200|         438.500|     432.100|   301000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.800|         438.500|     432.100|    31700.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.600|         438.500|     432.100|    31500.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.000|         438.500|     432.100|    29900.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.200|         438.500|     432.100|    30100.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         5|        461.900|         438.500|     432.100|   149000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.600|         438.500|     432.100|    30500.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.700|         438.500|     432.100|    31600.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         5|        463.700|         438.500|     432.100|   158000.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.300|         438.500|     432.100|    31200.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.500|         438.500|     432.100|    31400.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.400|         438.500|     432.100|    31300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.400|         438.500|     432.100|    31300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        463.400|         438.500|     432.100|    31300.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.200|         438.500|     432.100|    30100.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.200|         438.500|     432.100|    30100.00|                 0.000|  TAS成交   |
|20210719  |能源中心|原油              |sc2108          |20210616 |买   |         1|        462.500|         438.500|     432.100|    30400.00|                 0.000|  TAS成交   |
